RUN	simulations.mainSimulation	mainsimulation	1646842851608	 	3.3.1
USER	LAU Simulation	1	START	1646842852119	1646842852119
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646842852145	1646842853346	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646842853372	1646842853411	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646842853413	1646842853491	OK	 
GROUP	1	adoption_010_Homepage	1646842852127	1646842853778	1525	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646842854799	1646842855172	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646842855177	1646842855654	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646842855655	1646842856313	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646842856315	1646842856609	OK	 
GROUP	1	Adoption_020_Login	1646842854796	1646842857908	3091	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646842858914	1646842859000	OK	 
GROUP	1	Adoption_030_Apply_With	1646842858914	1646842859078	156	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646842860078	1646842860857	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646842860859	1646842861234	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646842860076	1646842861429	1344	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646842862425	1646842862479	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646842862424	1646842862552	124	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646842863557	1646842865107	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646842863556	1646842865336	1774	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646842866345	1646842866750	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646842866752	1646842866809	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646842866887	1646842866948	OK	 
GROUP	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	1646842866887	1646842867029	138	OK
GROUP	1	Adoption_070_Date_Of_Move_POST	1646842866345	1646842868024	673	OK
REQUEST	1	adoption_760_Sibling_Details	Adoption Sibling Details	1646842869027	1646842869215	OK	 
GROUP	1	adoption_760_Sibling_Details	1646842869026	1646842869381	350	OK
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling?	1646842870375	1646842870995	OK	 
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling? Redirect 1	1646842870997	1646842871106	OK	 
GROUP	1	adoption_770_Sibling_Other?	1646842870375	1646842871203	822	OK
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists?	1646842872207	1646842872476	OK	 
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists? Redirect 1	1646842872478	1646842872607	KO	css((input[name='selectedSiblingId'],Some(value))).find.exists, found nothing
GROUP	1	adoption_780_Sibling_Court_Order_Exists?	1646842872206	1646842872614	398	KO
USER	LAU Simulation	1	END	1646842852119	1646842872620
