RUN	simulations.mainSimulation	mainsimulation	1646843857422	 	3.3.1
USER	LAU Simulation	1	START	1646843857963	1646843857963
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646843857985	1646843858645	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646843858671	1646843858705	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646843858706	1646843858814	OK	 
GROUP	1	adoption_010_Homepage	1646843857970	1646843861061	2958	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646843862086	1646843862364	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646843862369	1646843862935	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646843862937	1646843863436	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646843863438	1646843863852	OK	 
GROUP	1	Adoption_020_Login	1646843862081	1646843865606	3500	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646843866613	1646843866665	OK	 
GROUP	1	Adoption_030_Apply_With	1646843866612	1646843866756	135	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646843867755	1646843868271	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646843868274	1646843868519	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646843867753	1646843868657	895	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646843869654	1646843869882	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646843869653	1646843869949	290	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646843870951	1646843871095	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646843870950	1646843871149	193	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646843872151	1646843872516	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646843872517	1646843872550	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646843872602	1646843872632	OK	 
GROUP	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	1646843872602	1646843872679	73	OK
GROUP	1	Adoption_070_Date_Of_Move_POST	1646843872151	1646843873671	520	OK
REQUEST	1	adoption_760_Sibling_Details	Adoption Sibling Details	1646843874683	1646843874871	OK	 
GROUP	1	adoption_760_Sibling_Details	1646843874683	1646843875135	448	OK
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling?	1646843876133	1646843876678	OK	 
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling? Redirect 1	1646843876679	1646843876857	OK	 
GROUP	1	adoption_770_Sibling_Other?	1646843876132	1646843877034	896	OK
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists?	1646843878033	1646843878305	OK	 
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists? Redirect 1	1646843878307	1646843878388	KO	substring(Which siblings or half siblings have a court order in place?).find.exists, found nothing
GROUP	1	adoption_780_Sibling_Court_Order_Exists?	1646843878032	1646843878393	353	KO
USER	LAU Simulation	1	END	1646843857963	1646843878400
