RUN	simulations.mainSimulation	mainsimulation	1646844256258	 	3.3.1
USER	LAU Simulation	1	START	1646844256779	1646844256779
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646844256809	1646844256876	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646844256897	1646844256925	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646844256926	1646844256980	OK	 
GROUP	1	adoption_010_Homepage	1646844256790	1646844257941	1029	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646844258966	1646844259239	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646844259244	1646844259649	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646844259650	1646844260570	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646844260572	1646844260607	OK	 
GROUP	1	Adoption_020_Login	1646844258960	1646844262053	3070	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646844263061	1646844263207	OK	 
GROUP	1	Adoption_030_Apply_With	1646844263059	1646844263606	537	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646844264599	1646844264871	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646844264873	1646844264926	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646844264597	1646844265719	1112	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646844266730	1646844266770	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646844266729	1646844267592	856	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646844268589	1646844268642	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646844268588	1646844270504	1910	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646844271510	1646844271701	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646844271703	1646844271759	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646844272005	1646844272051	OK	 
GROUP	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	1646844272004	1646844272447	437	OK
GROUP	1	Adoption_070_Date_Of_Move_POST	1646844271509	1646844273437	924	OK
REQUEST	1	adoption_760_Sibling_Details	Adoption Sibling Details	1646844274448	1646844274505	OK	 
GROUP	1	adoption_760_Sibling_Details	1646844274447	1646844274681	229	OK
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling?	1646844275679	1646844276019	OK	 
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling? Redirect 1	1646844276021	1646844276057	OK	 
GROUP	1	adoption_770_Sibling_Other?	1646844275678	1646844276207	521	OK
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists?	1646844277208	1646844277381	OK	 
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists? Redirect 1	1646844277383	1646844277690	OK	 
GROUP	1	adoption_780_Sibling_Court_Order_Exists?	1646844277208	1646844278184	970	OK
REQUEST	1	adoption_790_Sibling_Name?	Adoption Sibling Name	1646844279180	1646844279371	OK	 
REQUEST	1	adoption_790_Sibling_Name?	Adoption Sibling Name Redirect 1	1646844279372	1646844279616	OK	 
REQUEST	1	adoption_790_Sibling_Name?	Adoption Sibling Name Redirect 2	1646844279618	1646844279788	OK	 
GROUP	1	adoption_790_Sibling_Name?	1646844279179	1646844279843	656	OK
REQUEST	1	adoption_800_Sibling_Order_Type	Adoption Order Type?	1646844280850	1646844281077	OK	 
REQUEST	1	adoption_800_Sibling_Order_Type	Adoption Order Type? Redirect 1	1646844281079	1646844281347	OK	 
GROUP	1	adoption_800_Sibling_Order_Type	1646844280849	1646844281405	549	OK
REQUEST	1	adoption_810_Sibling_Order_Number	Adoption Order Number	1646844282400	1646844282791	OK	 
REQUEST	1	adoption_810_Sibling_Order_Number	Adoption Order Number Redirect 1	1646844282792	1646844282839	OK	 
GROUP	1	adoption_810_Sibling_Order_Number	1646844282400	1646844285590	3187	OK
REQUEST	1	adoption_820_Sibling_New_Order?	Adoption Add New Order?	1646844286601	1646844286781	OK	 
REQUEST	1	adoption_820_Sibling_New_Order?	Adoption Add New Order? Redirect 1	1646844286782	1646844286828	OK	 
GROUP	1	adoption_820_Sibling_New_Order?	1646844286600	1646844286875	269	OK
REQUEST	1	adoption_830_Sibling_Select	Adoption Select Sibling	1646844287871	1646844287914	OK	 
REQUEST	1	adoption_830_Sibling_Select	Adoption Select Sibling Redirect 1	1646844287915	1646844287978	KO	substring(What type of order is it?).find.exists, found nothing
GROUP	1	adoption_830_Sibling_Select	1646844287870	1646844287983	106	KO
USER	LAU Simulation	1	END	1646844256779	1646844287990
