RUN	simulations.mainSimulation	mainsimulation	1646843732348	 	3.3.1
USER	LAU Simulation	1	START	1646843733421	1646843733421
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646843733441	1646843734008	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646843734036	1646843734062	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646843734063	1646843734855	OK	 
GROUP	1	adoption_010_Homepage	1646843733427	1646843735220	1655	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646843736242	1646843736420	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646843736423	1646843736879	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646843736881	1646843737607	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646843737609	1646843737670	OK	 
GROUP	1	Adoption_020_Login	1646843736239	1646843739229	2969	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646843740230	1646843740304	OK	 
GROUP	1	Adoption_030_Apply_With	1646843740230	1646843740371	134	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646843741381	1646843742009	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646843742010	1646843742051	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646843741380	1646843742119	733	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646843743120	1646843743161	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646843743119	1646843743211	86	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646843744211	1646843744370	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646843744210	1646843744429	213	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646843745430	1646843746139	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646843746141	1646843746175	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646843746468	1646843746502	OK	 
GROUP	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	1646843746468	1646843746682	210	OK
GROUP	1	Adoption_070_Date_Of_Move_POST	1646843745429	1646843747679	1241	OK
REQUEST	1	adoption_760_Sibling_Details	Adoption Sibling Details	1646843748680	1646843748764	OK	 
GROUP	1	adoption_760_Sibling_Details	1646843748679	1646843748808	123	OK
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling?	1646843749809	1646843750220	OK	 
REQUEST	1	adoption_770_Sibling_Other?	Adoption Any Sibling? Redirect 1	1646843750221	1646843750284	OK	 
GROUP	1	adoption_770_Sibling_Other?	1646843749808	1646843751916	2102	OK
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists?	1646843752911	1646843753308	OK	 
REQUEST	1	adoption_780_Sibling_Court_Order_Exists?	Adoption Court Order Exists? Redirect 1	1646843753310	1646843753359	KO	substring(Which siblings or half siblings have a court order in place?).find.exists, found nothing
GROUP	1	adoption_780_Sibling_Court_Order_Exists?	1646843752910	1646843753365	446	KO
USER	LAU Simulation	1	END	1646843733421	1646843753372
