RUN	simulations.mainSimulation	mainsimulation	1646906627032	 	3.3.1
USER	LAU Simulation	1	START	1646906627647	1646906627647
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646906627668	1646906627766	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646906627788	1646906627819	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646906627820	1646906627968	OK	 
GROUP	1	adoption_010_Homepage	1646906627654	1646906628269	488	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646906629299	1646906629527	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646906629532	1646906629737	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646906629739	1646906632541	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646906632543	1646906632634	OK	 
GROUP	1	Adoption_020_Login	1646906629295	1646906634328	5010	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646906635336	1646906635391	OK	 
GROUP	1	Adoption_030_Apply_With	1646906635335	1646906635450	106	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646906636448	1646906637089	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646906637091	1646906637223	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646906636446	1646906637316	850	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646906638326	1646906638414	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646906638325	1646906638492	160	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646906639485	1646906639572	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646906639484	1646906639648	159	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646906640657	1646906641218	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646906641219	1646906641256	OK	 
