RUN	simulations.mainSimulation	mainsimulation	1647006913293	 	3.3.1
USER	LAU Simulation	1	START	1647006915726	1647006915726
REQUEST	1	AD_010_Homepage	Adoption Homepage	1647006915751	1647006918970	OK	 
REQUEST	1	AD_010_Homepage	Adoption Homepage Redirect 1	1647006918993	1647006919030	OK	 
REQUEST	1	AD_010_Homepage	Adoption Homepage Redirect 2	1647006919032	1647006919190	OK	 
GROUP	1	AD_010_Homepage	1647006915733	1647006920535	4665	OK
REQUEST	1	AD_020_Login	Adoption Login	1647006921558	1647006921802	OK	 
REQUEST	1	AD_020_Login	Adoption Login Redirect 1	1647006921806	1647006922502	OK	 
REQUEST	1	AD_020_Login	Adoption Login Redirect 2	1647006922503	1647006924009	OK	 
REQUEST	1	AD_020_Login	Adoption Login Redirect 3	1647006924011	1647006924149	OK	 
GROUP	1	AD_020_Login	1647006921551	1647006926656	5079	OK
REQUEST	1	AD_030_Apply_With	Adoption Applying With	1647006927664	1647006927780	OK	 
GROUP	1	AD_030_Apply_With	1647006927662	1647006927866	192	OK
REQUEST	1	AD_040_Applying_Post	Adoption Applying Post	1647006928861	1647006929537	OK	 
REQUEST	1	AD_040_Applying_Post	Adoption Applying Post Redirect 1	1647006929539	1647006929638	OK	 
GROUP	1	AD_040_Applying_Post	1647006928859	1647006929726	858	OK
REQUEST	1	AD_050_Applying_With_Redirect	Adoption Applying With Redirect	1647006930732	1647006931038	OK	 
GROUP	1	AD_050_Applying_With_Redirect	1647006930731	1647006931231	494	OK
REQUEST	1	AD_060_Date_Of_Move	Adoption Date Child Moved in 	1647006932241	1647006932369	OK	 
GROUP	1	AD_060_Date_Of_Move	1647006932240	1647006932455	209	OK
REQUEST	1	AD_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1647006933451	1647006933838	OK	 
REQUEST	1	AD_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1647006933840	1647006934050	OK	 
GROUP	1	AD_070_Date_Of_Move_POST	1647006933451	1647006934151	695	OK
REQUEST	1	AD_080_Your_Details	Adoption Your Personal Details 	1647006934152	1647006934532	OK	 
GROUP	1	AD_080_Your_Details	1647006934151	1647006934614	458	OK
REQUEST	1	AD_090_Your_Details_POST	Adoption Your Personal Details Post	1647006935613	1647006936488	OK	 
REQUEST	1	AD_090_Your_Details_POST	Adoption Your Personal Details Post Redirect 1	1647006936490	1647006936849	OK	 
