RUN	simulations.mainSimulation	mainsimulation	1646839317861	 	3.3.1
USER	LAU Simulation	1	START	1646839318604	1646839318604
REQUEST	1	adoption_010_Homepage	Adoption Homepage	1646839318645	1646839318725	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 1	1646839318756	1646839318786	OK	 
REQUEST	1	adoption_010_Homepage	Adoption Homepage Redirect 2	1646839318789	1646839318971	OK	 
GROUP	1	adoption_010_Homepage	1646839318613	1646839319963	1162	OK
REQUEST	1	Adoption_020_Login	Adoption Login	1646839321984	1646839322148	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 1	1646839322152	1646839322578	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 2	1646839322580	1646839323809	OK	 
REQUEST	1	Adoption_020_Login	Adoption Login Redirect 3	1646839323810	1646839323857	OK	 
GROUP	1	Adoption_020_Login	1646839321980	1646839325816	3815	OK
REQUEST	1	Adoption_030_Apply_With	Adoption Applying With	1646839327822	1646839328097	OK	 
GROUP	1	Adoption_030_Apply_With	1646839327820	1646839328275	444	OK
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post	1646839330281	1646839330874	OK	 
REQUEST	1	Adoption_040_Adoption_Applying_Post	Adoption Applying Post Redirect 1	1646839330875	1646839330940	OK	 
GROUP	1	Adoption_040_Adoption_Applying_Post	1646839330278	1646839330996	709	OK
REQUEST	1	Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646839332991	1646839333095	OK	 
GROUP	1	Adoption_050_Adoption_Applying_With_Redirect	1646839332991	1646839333148	151	OK
REQUEST	1	Adoption_060_Date_Of_Move	Adoption Date Child Moved in 	1646839335161	1646839335293	OK	 
GROUP	1	Adoption_060_Date_Of_Move	1646839335160	1646839335469	302	OK
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post	1646839337470	1646839338191	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST	Adoption Date Child Moved in Post Redirect 1	1646839338193	1646839338242	OK	 
REQUEST	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	Adoption Applying With Redirect	1646839338301	1646839338347	OK	 
GROUP	1	Adoption_070_Date_Of_Move_POST,Adoption_050_Adoption_Applying_With_Redirect	1646839338301	1646839338397	86	OK
GROUP	1	Adoption_070_Date_Of_Move_POST	1646839337469	1646839340390	908	OK
REQUEST	1	Adoption_080_Your_Details	Adoption Your Personal Details 	1646839342391	1646839342635	OK	 
